name,station_code,region,type,station_id,group_id,observations_url,forecast_url,forecast_chart_url,info_url,data_url,latitude,longitude,elevation,description,established,municipality,provider
Gíghæð,gigha,Faxafl,sj,31361,20,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=20&station=31361,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=20&station=31361,https://www.vedur.is/vedur/spar/sparit/#m1=31361,https://www.vedur.is/vedur/stodvar/?s=gigha,https://www.vedur.is/,63.9032,-22.4218,63.0,"63°54.191', 22°25.307' (63,9032, 22,4218)",,,Vegagerðin
Gígjukvísl,gigju,SA.land,sj,,,,,,https://www.vedur.is/vedur/stodvar/?s=gigju,https://www.vedur.is/,63.9362,-17.3503,58.0,"63°56.173', 17°21.016' (63,9362, 17,3503)",,,Vegagerðin
Gjábakki,gjabk,S.land,sj,31599,20,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=20&station=31599,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=20&station=31599,https://www.vedur.is/vedur/spar/sparit/#m1=31599,https://www.vedur.is/vedur/stodvar/?s=gjabk,https://www.vedur.is/,64.2481,-21.023,132.0,"64°14.887', 21°01.382' (64,2481, 21,023)",,,Vegagerðin
Gjögur,gjogu,Str.& NV,sj,,,,,,https://www.vedur.is/vedur/stodvar/?s=gjogu,https://www.vedur.is/,65.9968,-21.3278,25.600000381469727,"65°59.806', 21°19.668' (65,9968, 21,3278)",,,Veðurstofa Íslands
Gjögurflugvöllur,gjogr,Str.& NV,sj,2692,23,https://www.vedur.is/vedur/athuganir/kort/nordurland_vestra/#group=23&station=2692,https://www.vedur.is/vedur/spar/stadaspar/nordurland_vestra/#group=23&station=2692,https://www.vedur.is/vedur/spar/sparit/#m1=2692,https://www.vedur.is/vedur/stodvar/?s=gjogr,https://www.vedur.is/,65.9951,-21.3304,28.100000381469727,"65°59.705', 21°19.822' (65,9951, 21,3304)",,,Veðurstofa Íslands
Grindavík,grvik,S.land,sj,1361,11,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=11&station=1361,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=11&station=1361,https://www.vedur.is/vedur/spar/sparit/#m1=1361,https://www.vedur.is/vedur/stodvar/?s=grvik,https://www.vedur.is/,63.8438,-22.417,9.300000190734863,"63°50.627', 22°25.023' (63,8438, 22,417)",,,Veðurstofa Íslands
Grímsey,grimy,NA.land,sj,3976,15,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=15&station=3976,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=15&station=3976,https://www.vedur.is/vedur/spar/sparit/#m1=3976,https://www.vedur.is/vedur/stodvar/?s=grimy,https://www.vedur.is/,66.5438,-18.0167,19.0,"66°32.627', 18°01.004' (66,5438, 18,0167)",,,Veðurstofa Íslands
Grímsstaðir,grst,NA.land,sk,495,15,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=15&station=495,,,https://www.vedur.is/vedur/stodvar/?s=grst,https://www.vedur.is/,65.6423,-16.1208,384.0,"65°38.539', 16°07.249' (65,6423, 16,1208)",,,Veðurstofa Íslands
Grímsstaðir á Fjöllum,grist,NA.land,sj,4323,16,,https://www.vedur.is/vedur/spar/stadaspar/austurland/#group=16&station=4323,https://www.vedur.is/vedur/spar/sparit/#m1=4323,https://www.vedur.is/vedur/stodvar/?s=grist,https://www.vedur.is/,65.6422,-16.1284,382.29998779296875,"65°38.532', 16°07.702' (65,6422, 16,1284)",,,Veðurstofa Íslands
Grundarfjörður,grufj,Breiðafj,sj,1938,39,https://www.vedur.is/vedur/athuganir/kort/breidafjordur/#group=39&station=1938,https://www.vedur.is/vedur/spar/stadaspar/breidafjordur/#group=39&station=1938,https://www.vedur.is/vedur/spar/sparit/#m1=1938,https://www.vedur.is/vedur/stodvar/?s=grufj,https://www.vedur.is/,64.9213,-23.2513,5.699999809265137,"64°55.278', 23°15.076' (64,9213, 23,2513)",,,Veðurstofa Íslands
Græfur í Fagradal,grfur,Austf,sj,34081,116,https://www.vedur.is/vedur/athuganir/kort/austurland/#group=116&station=34081,https://www.vedur.is/vedur/spar/stadaspar/austurland/#group=116&station=34081,https://www.vedur.is/vedur/spar/sparit/#m1=34081,https://www.vedur.is/vedur/stodvar/?s=grfur,https://www.vedur.is/,65.1682,-14.339,322.0,"65°10.030', 14°20.337' (65,1682, 14,339)",,,Vegagerðin
Gufuskálar,gufus,Breiðafj,sj,1919,12,https://www.vedur.is/vedur/athuganir/kort/breidafjordur/#group=12&station=1919,https://www.vedur.is/vedur/spar/stadaspar/breidafjordur/#group=12&station=1919,https://www.vedur.is/vedur/spar/sparit/#m1=1919,https://www.vedur.is/vedur/stodvar/?s=gufus,https://www.vedur.is/,64.9041,-23.9316,7.0,"64°54.247', 23°55.896' (64,9041, 23,9316)",,,Veðurstofa Íslands
Gullfoss,gullf,S.land,sj,36519,28,https://www.vedur.is/vedur/athuganir/kort/sudurland/#group=28&station=36519,https://www.vedur.is/vedur/spar/stadaspar/sudurland/#group=28&station=36519,https://www.vedur.is/vedur/spar/sparit/#m1=36519,https://www.vedur.is/vedur/stodvar/?s=gullf,https://www.vedur.is/,64.3077,-20.2119,191.0,"64°18.460', 20°12.714' (64,3077, 20,2119)",,,Vegagerðin
Hafnarfjall,hfnfj,Faxafl,sj,31674,20,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=20&station=31674,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=20&station=31674,https://www.vedur.is/vedur/spar/sparit/#m1=31674,https://www.vedur.is/vedur/stodvar/?s=hfnfj,https://www.vedur.is/,64.4755,-21.9603,25.0,"64°28.528', 21°57.617' (64,4755, 21,9603)",,,Vegagerðin
Hafursfell,hafur,Faxafl,sj,31958,20,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=20&station=31958,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=20&station=31958,https://www.vedur.is/vedur/spar/sparit/#m1=31958,https://www.vedur.is/vedur/stodvar/?s=hafur,https://www.vedur.is/,64.831,-22.5328,65.0,"64°49.859', 22°31.969' (64,831, 22,5328)",,,Vegagerðin
Hallormsstaðaháls,hhals,Miðhá,sj,5960,61,https://www.vedur.is/vedur/athuganir/kort/midhalendid/#group=61&station=5960,https://www.vedur.is/vedur/spar/stadaspar/midhalendid/#group=61&station=5960,https://www.vedur.is/vedur/spar/sparit/#m1=5960,https://www.vedur.is/vedur/stodvar/?s=hhals,https://www.vedur.is/,65.0795,-14.6748,573.0999755859375,"65°04.772', 14°40.485' (65,0795, 14,6748)",,,Veðurstofa Íslands
Hallormsstaður,hallm,A.land,sj,4060,17,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=17&station=4060,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=17&station=4060,https://www.vedur.is/vedur/spar/sparit/#m1=4060,https://www.vedur.is/vedur/stodvar/?s=hallm,https://www.vedur.is/,65.0939,-14.7449,60.0,"65°05.635', 14°44.693' (65,0939, 14,7449)",,,Veðurstofa Íslands
Hallsteinsdalsvarp,halls,Austf,sj,5970,116,https://www.vedur.is/vedur/athuganir/kort/austurland/#group=116&station=5970,https://www.vedur.is/vedur/spar/stadaspar/austurland/#group=116&station=5970,https://www.vedur.is/vedur/spar/sparit/#m1=5970,https://www.vedur.is/vedur/stodvar/?s=halls,https://www.vedur.is/,65.0182,-14.4535,634.0,"65°01.090', 14°27.209' (65,0182, 14,4535)",,,Veðurstofa Íslands
Hallsteinsnes,hastn,Breiðafj,sj,32363,113,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/#group=113&station=32363,,,https://www.vedur.is/vedur/stodvar/?s=hastn,https://www.vedur.is/,65.5292,-22.3345,6.0,"65°31.753', 22°20.069' (65,5292, 22,3345)",,,Vegagerðin
Hamarsfjörður,hamaf,Austf,sj,35769,26,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=26&station=35769,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=26&station=35769,https://www.vedur.is/vedur/spar/sparit/#m1=35769,https://www.vedur.is/vedur/stodvar/?s=hamaf,https://www.vedur.is/,64.6558,-14.4527,19.0,"64°39.349', 14°27.163' (64,6558, 14,4527)",,,Vegagerðin
Haugur,haugr,Str.& NV,sj,3103,14,https://www.vedur.is/vedur/athuganir/kort/nordurland_vestra/#group=14&station=3103,https://www.vedur.is/vedur/spar/stadaspar/nordurland_vestra/#group=14&station=3103,https://www.vedur.is/vedur/spar/sparit/#m1=3103,https://www.vedur.is/vedur/stodvar/?s=haugr,https://www.vedur.is/,65.1839,-20.785,118.30000305175781,"65°11.034', 20°47.103' (65,1839, 20,785)",,,Veðurstofa Íslands
Hauksstaðir,haust,A.land,sj,34450,24,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=24&station=34450,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=24&station=34450,https://www.vedur.is/vedur/spar/sparit/#m1=34450,https://www.vedur.is/vedur/stodvar/?s=haust,https://www.vedur.is/,65.6571,-15.1652,212.0,"65°39.424', 15°09.911' (65,6571, 15,1652)",,,Vegagerðin
Hágöngur syðri,hagsy,Miðhá,sj,6775,62,https://www.vedur.is/vedur/athuganir/kort/midhalendid/#group=62&station=6775,,,https://www.vedur.is/vedur/stodvar/?s=hagsy,https://www.vedur.is/,64.536,-18.1897,789.0,"64°32.162', 18°11.385' (64,536, 18,1897)",,,Landsvirkjun
Hálfdán,halfd,Breiðafj,sj,32322,22,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/#group=22&station=32322,https://www.vedur.is/vedur/spar/stadaspar/vestfirdir/#group=22&station=32322,https://www.vedur.is/vedur/spar/sparit/#m1=32322,https://www.vedur.is/vedur/stodvar/?s=halfd,https://www.vedur.is/,65.6444,-23.7106,525.0,"65°38.667', 23°42.635' (65,6444, 23,7106)",,,Vegagerðin
Hálsar,halsr,NA.land,sj,34733,16,https://www.vedur.is/vedur/athuganir/kort/austurland/#group=16&station=34733,https://www.vedur.is/vedur/spar/stadaspar/austurland/#group=16&station=34733,https://www.vedur.is/vedur/spar/sparit/#m1=34733,https://www.vedur.is/vedur/stodvar/?s=halsr,https://www.vedur.is/,66.2532,-15.8161,180.0,"66°15.189', 15°48.968' (66,2532, 15,8161)",,,Vegagerðin
Hámundarstaðaháls,hamun,NA.land,sj,33563,14,https://www.vedur.is/vedur/athuganir/kort/nordurland_vestra/#group=14&station=33563,https://www.vedur.is/vedur/spar/stadaspar/nordurland_vestra/#group=14&station=33563,https://www.vedur.is/vedur/spar/sparit/#m1=33563,https://www.vedur.is/vedur/stodvar/?s=hamun,https://www.vedur.is/,65.9518,-18.4593,103.0,"65°57.105', 18°27.557' (65,9518, 18,4593)",,,Vegagerðin
Hella,hella,S.land,sj,6315,19,https://www.vedur.is/vedur/athuganir/kort/sudurland/#group=19&station=6315,https://www.vedur.is/vedur/spar/stadaspar/sudurland/#group=19&station=6315,https://www.vedur.is/vedur/spar/sparit/#m1=6315,https://www.vedur.is/vedur/stodvar/?s=hella,https://www.vedur.is/,63.8257,-20.3654,20.0,"63°49.541', 20°21.923' (63,8257, 20,3654)",,,Veðurstofa Íslands
Hellisheiði,hellh,S.land,sj,31392,11,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=11&station=31392,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=11&station=31392,https://www.vedur.is/vedur/spar/sparit/#m1=31392,https://www.vedur.is/vedur/stodvar/?s=hellh,https://www.vedur.is/,64.0188,-21.3424,360.0,"64°01.127', 21°20.543' (64,0188, 21,3424)",,,Vegagerðin
Hellisskarð,hells,Faxafl,sj,1490,111,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=111&station=1490,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=111&station=1490,https://www.vedur.is/vedur/spar/sparit/#m1=1490,https://www.vedur.is/vedur/stodvar/?s=hells,https://www.vedur.is/,64.0333,-21.3665,380.0,"64°02.000', 21°21.992' (64,0333, 21,3665)",,,Veðurstofa Íslands
Héðinsfjörður,hedfj,NA.land,sj,33654,24,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=24&station=33654,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=24&station=33654,https://www.vedur.is/vedur/spar/sparit/#m1=33654,https://www.vedur.is/vedur/stodvar/?s=hedfj,https://www.vedur.is/,66.1022,-18.813,20.0,"66°06.134', 18°48.777' (66,1022, 18,813)",,,Vegagerðin
Hjarðarland,hjard,S.land,sj,6515,19,https://www.vedur.is/vedur/athuganir/kort/sudurland/#group=19&station=6515,https://www.vedur.is/vedur/spar/stadaspar/sudurland/#group=19&station=6515,https://www.vedur.is/vedur/spar/sparit/#m1=6515,https://www.vedur.is/vedur/stodvar/?s=hjard,https://www.vedur.is/,64.2509,-20.3331,88.0,"64°15.052', 20°19.986' (64,2509, 20,3331)",,,Veðurstofa Íslands
Holtavörðuheiði,holta,Str.& NV,sj,32097,12,https://www.vedur.is/vedur/athuganir/kort/breidafjordur/#group=12&station=32097,https://www.vedur.is/vedur/spar/stadaspar/breidafjordur/#group=12&station=32097,https://www.vedur.is/vedur/spar/sparit/#m1=32097,https://www.vedur.is/vedur/stodvar/?s=holta,https://www.vedur.is/,64.9899,-21.0576,370.0,"64°59.395', 21°03.457' (64,9899, 21,0576)",,,Vegagerðin
Hornbjargsviti,hornb,Str.& NV,sj,2862,13,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/#group=13&station=2862,https://www.vedur.is/vedur/spar/stadaspar/vestfirdir/#group=13&station=2862,https://www.vedur.is/vedur/spar/sparit/#m1=2862,https://www.vedur.is/vedur/stodvar/?s=hornb,https://www.vedur.is/,66.4107,-22.3789,22.0,"66°24.639', 22°22.734' (66,4107, 22,3789)",,,Vegagerðin
Hófaskarð,hofas,NA.land,sj,34732,115,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=115&station=34732,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=115&station=34732,https://www.vedur.is/vedur/spar/sparit/#m1=34732,https://www.vedur.is/vedur/stodvar/?s=hofas,https://www.vedur.is/,66.2984,-15.8933,217.0,"66°17.906', 15°53.596' (66,2984, 15,8933)",,,Vegagerðin
Hólar í Dýrafirði,holar,Vestf,sj,2530,13,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/#group=13&station=2530,https://www.vedur.is/vedur/spar/stadaspar/vestfirdir/#group=13&station=2530,https://www.vedur.is/vedur/spar/sparit/#m1=2530,https://www.vedur.is/vedur/stodvar/?s=holar,https://www.vedur.is/,65.8686,-23.5578,16.0,"65°52.117', 23°33.467' (65,8686, 23,5578)",,,Veðurstofa Íslands
Hólasandur,holas,NA.land,sj,33495,115,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=115&station=33495,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=115&station=33495,https://www.vedur.is/vedur/spar/sparit/#m1=33495,https://www.vedur.is/vedur/stodvar/?s=holas,https://www.vedur.is/,65.7374,-17.1057,350.0,"65°44.242', 17°06.340' (65,7374, 17,1057)",,,Vegagerðin
Hólmavík,holma,Str.& NV,sj,2481,12,https://www.vedur.is/vedur/athuganir/kort/breidafjordur/#group=12&station=2481,https://www.vedur.is/vedur/spar/stadaspar/breidafjordur/#group=12&station=2481,https://www.vedur.is/vedur/spar/sparit/#m1=2481,https://www.vedur.is/vedur/stodvar/?s=holma,https://www.vedur.is/,65.6873,-21.6813,10.0,"65°41.239', 21°40.878' (65,6873, 21,6813)",,,Veðurstofa Íslands
Hólmsheiði,holms,Faxafl,sj,1481,100,https://www.vedur.is/vedur/athuganir/kort/hofudborgarsvaedid/#group=100&station=1481,https://www.vedur.is/vedur/spar/stadaspar/hofudborgarsvaedid/#group=100&station=1481,https://www.vedur.is/vedur/spar/sparit/#m1=1481,https://www.vedur.is/vedur/stodvar/?s=holms,https://www.vedur.is/,64.1085,-21.6864,130.0,"64°06.510', 21°41.182' (64,1085, 21,6864)",,,Veðurstofa Íslands
Hólshyrna,holsh,Str.& NV,sj,33652,115,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=115&station=33652,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=115&station=33652,https://www.vedur.is/vedur/spar/sparit/#m1=33652,https://www.vedur.is/vedur/stodvar/?s=holsh,https://www.vedur.is/,66.1317,-18.9023,56.0,"66°07.901', 18°54.137' (66,1317, 18,9023)",,,Vegagerðin
Hrafnanes,hrans,Breiðafj,sj,32336,12,https://www.vedur.is/vedur/athuganir/kort/breidafjordur/#group=12&station=32336,,,https://www.vedur.is/vedur/stodvar/?s=hrans,https://www.vedur.is/,65.4918,-23.3172,30.0,"65°29.508', 23°19.035' (65,4918, 23,3172)",,,Vegagerðin
Hraunsmúli,hramu,Faxafl,sj,31840,20,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=20&station=31840,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=20&station=31840,https://www.vedur.is/vedur/spar/sparit/#m1=31840,https://www.vedur.is/vedur/stodvar/?s=hramu,https://www.vedur.is/,64.8221,-23.1894,10.0,"64°49.324', 23°11.361' (64,8221, 23,1894)",,,Vegagerðin
Húsafell,husaf,Faxafl,sj,6802,11,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=11&station=6802,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=11&station=6802,https://www.vedur.is/vedur/spar/sparit/#m1=6802,https://www.vedur.is/vedur/stodvar/?s=husaf,https://www.vedur.is/,64.699,-20.869,132.8000030517578,"64°41.939', 20°52.140' (64,699, 20,869)",,,Veðurstofa Íslands
Húsavík,husvk,NA.land,sj,3696,15,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=15&station=3696,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=15&station=3696,https://www.vedur.is/vedur/spar/sparit/#m1=3696,https://www.vedur.is/vedur/stodvar/?s=husvk,https://www.vedur.is/,66.0418,-17.3281,28.200000762939453,"66°02.509', 17°19.685' (66,0418, 17,3281)",,,Veðurstofa Íslands
Hvalnes,hvaln,Austf,sj,35666,18,https://www.vedur.is/vedur/athuganir/kort/sudausturland/#group=18&station=35666,https://www.vedur.is/vedur/spar/stadaspar/sudausturland/#group=18&station=35666,https://www.vedur.is/vedur/spar/sparit/#m1=35666,https://www.vedur.is/vedur/stodvar/?s=hvaln,https://www.vedur.is/,64.4074,-14.5393,20.0,"64°24.445', 14°32.360' (64,4074, 14,5393)",,,Vegagerðin
Hvammur,hvamm,S.land,sj,36127,28,https://www.vedur.is/vedur/athuganir/kort/sudurland/#group=28&station=36127,https://www.vedur.is/vedur/spar/stadaspar/sudurland/#group=28&station=36127,https://www.vedur.is/vedur/spar/sparit/#m1=36127,https://www.vedur.is/vedur/stodvar/?s=hvamm,https://www.vedur.is/,63.5784,-19.9016,20.0,"63°34.706', 19°54.097' (63,5784, 19,9016)",,,Vegagerðin
Hvanneyri,hveyb,Faxafl,sj,1777,11,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=11&station=1777,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=11&station=1777,https://www.vedur.is/vedur/spar/sparit/#m1=1777,https://www.vedur.is/vedur/stodvar/?s=hveyb,https://www.vedur.is/,64.5616,-21.7746,11.0,"64°33.697', 21°46.479' (64,5616, 21,7746)",,,Veðurstofa Íslands
Hveravellir,hvell,Miðhá,sj,6935,61,https://www.vedur.is/vedur/athuganir/kort/midhalendid/#group=61&station=6935,https://www.vedur.is/vedur/spar/stadaspar/midhalendid/#group=61&station=6935,https://www.vedur.is/vedur/spar/sparit/#m1=6935,https://www.vedur.is/vedur/stodvar/?s=hvell,https://www.vedur.is/,64.8668,-19.5622,641.0,"64°52.005', 19°33.733' (64,8668, 19,5622)",,,Veðurstofa Íslands
Höfn í Hornafirði,hofnh,SA.land,sj,5544,18,https://www.vedur.is/vedur/athuganir/kort/sudausturland/#group=18&station=5544,https://www.vedur.is/vedur/spar/stadaspar/sudausturland/#group=18&station=5544,https://www.vedur.is/vedur/spar/sparit/#m1=5544,https://www.vedur.is/vedur/stodvar/?s=hofnh,https://www.vedur.is/,64.2691,-15.2135,5.0,"64°16.145', 15°12.811' (64,2691, 15,2135)",,,Veðurstofa Íslands
Ingólfsfjall,ingfj,S.land,sj,31399,28,https://www.vedur.is/vedur/athuganir/kort/sudurland/#group=28&station=31399,https://www.vedur.is/vedur/spar/stadaspar/sudurland/#group=28&station=31399,https://www.vedur.is/vedur/spar/sparit/#m1=31399,https://www.vedur.is/vedur/stodvar/?s=ingfj,https://www.vedur.is/,63.9574,-21.0633,51.0,"63°57.444', 21°03.797' (63,9574, 21,0633)",,,Vegagerðin
Ingólfshöfði,ingol,SA.land,sj,5210,45,https://www.vedur.is/vedur/athuganir/kort/sudausturland/#group=45&station=5210,https://www.vedur.is/vedur/spar/stadaspar/sudausturland/#group=45&station=5210,https://www.vedur.is/vedur/spar/sparit/#m1=5210,https://www.vedur.is/vedur/stodvar/?s=ingol,https://www.vedur.is/,63.8028,-16.6509,57.20000076293945,"63°48.170', 16°39.054' (63,8028, 16,6509)",,,Vegagerðin
Ísafjörður - vindur,isafj,Vestf,sj,2642,1302,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/djupid/#group=1302&station=2642,,,https://www.vedur.is/vedur/stodvar/?s=isafj,https://www.vedur.is/,66.0596,-23.1699,2.200000047683716,"66°03.578', 23°10.196' (66,0596, 23,1699)",,,Veðurstofa Íslands
Ísafjörður Tungudalur,isaft,Vestf,sj,2644,1301,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/djupid/#group=1301&station=2644,https://www.vedur.is/vedur/spar/stadaspar/vestfirdir/djupid/#group=1301&station=2644,https://www.vedur.is/vedur/spar/sparit/#m1=2644,https://www.vedur.is/vedur/stodvar/?s=isaft,https://www.vedur.is/,66.06,-23.1847,4.0,"66°03.602', 23°11.085' (66,06, 23,1847)",,,Veðurstofa Íslands
Jökuldalur,jodal,A.land,sj,34148,15,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=15&station=34148,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=15&station=34148,https://www.vedur.is/vedur/spar/sparit/#m1=34148,https://www.vedur.is/vedur/stodvar/?s=jodal,https://www.vedur.is/,65.3019,-15.2237,473.0,"65°18.117', 15°13.424' (65,3019, 15,2237)",,,Vegagerðin
Jökulheimar,jheim,Miðhá,sj,6670,18,https://www.vedur.is/vedur/athuganir/kort/sudausturland/#group=18&station=6670,https://www.vedur.is/vedur/spar/stadaspar/sudausturland/#group=18&station=6670,https://www.vedur.is/vedur/spar/sparit/#m1=6670,https://www.vedur.is/vedur/stodvar/?s=jheim,https://www.vedur.is/,64.3163,-18.2208,726.0,"64°18.977', 18°13.248' (64,3163, 18,2208)",,,Landsvirkjun
Kaldakinn,kakin,NA.land,sj,33480,115,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=115&station=33480,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=115&station=33480,https://www.vedur.is/vedur/spar/sparit/#m1=33480,https://www.vedur.is/vedur/stodvar/?s=kakin,https://www.vedur.is/,65.7426,-17.592,120.0,"65°44.557', 17°35.520' (65,7426, 17,592)",,,Vegagerðin
Kambanes,kamba,Austf,sj,5885,17,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=17&station=5885,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=17&station=5885,https://www.vedur.is/vedur/spar/sparit/#m1=5885,https://www.vedur.is/vedur/stodvar/?s=kamba,https://www.vedur.is/,64.8015,-13.843,29.799999237060547,"64°48.090', 13°50.580' (64,8015, 13,843)",,,Veðurstofa Íslands
Kambaskriður,kambs,Austf,sj,35884,26,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=26&station=35884,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=26&station=35884,https://www.vedur.is/vedur/spar/sparit/#m1=35884,https://www.vedur.is/vedur/stodvar/?s=kambs,https://www.vedur.is/,64.7981,-13.8901,37.0,"64°47.889', 13°53.407' (64,7981, 13,8901)",,,Vegagerðin
Kálfhóll,kalfh,S.land,sj,6310,19,https://www.vedur.is/vedur/athuganir/kort/sudurland/#group=19&station=6310,https://www.vedur.is/vedur/spar/stadaspar/sudurland/#group=19&station=6310,https://www.vedur.is/vedur/spar/sparit/#m1=6310,https://www.vedur.is/vedur/stodvar/?s=kalfh,https://www.vedur.is/,63.9628,-20.5669,52.0,"63°57.767', 20°34.016' (63,9628, 20,5669)",,,Veðurstofa Íslands
Kárahnjúkar,karah,Miðhá,sj,5933,17,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=17&station=5933,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=17&station=5933,https://www.vedur.is/vedur/spar/sparit/#m1=5933,https://www.vedur.is/vedur/stodvar/?s=karah,https://www.vedur.is/,64.9284,-15.7771,639.0,"64°55.702', 15°46.627' (64,9284, 15,7771)",,,Landsvirkjun
Keflavíkurflugvöllur,kvk,Faxafl,sk,990,11,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=11&station=990,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=11&station=990,https://www.vedur.is/vedur/spar/sparit/#m1=990,https://www.vedur.is/vedur/stodvar/?s=kvk,https://www.vedur.is/,63.9802,-22.5953,51.0,"63°58.814', 22°35.716' (63,9802, 22,5953)",,,Veðurstofa Íslands
Keflavíkurflugvöllur,kefla,Faxafl,sj,,,,,,https://www.vedur.is/vedur/stodvar/?s=kefla,https://www.vedur.is/,63.9829,-22.6005,50.900001525878906,"63°58.974', 22°36.031' (63,9829, 22,6005)",,,Veðurstofa Íslands
Kerlingarfjöll - Ásgarðsfjall,asgfj,Miðhá,sj,6745,61,https://www.vedur.is/vedur/athuganir/kort/midhalendid/#group=61&station=6745,,,https://www.vedur.is/vedur/stodvar/?s=asgfj,https://www.vedur.is/,64.681,-19.2827,925.0,"64°40.859', 19°16.961' (64,681, 19,2827)",,,Veðurstofa Íslands
Kirkjubæjarklaustur Stjórnarsandur,klaus,SA.land,sj,6272,18,https://www.vedur.is/vedur/athuganir/kort/sudausturland/#group=18&station=6272,https://www.vedur.is/vedur/spar/stadaspar/sudausturland/#group=18&station=6272,https://www.vedur.is/vedur/spar/sparit/#m1=6272,https://www.vedur.is/vedur/stodvar/?s=klaus,https://www.vedur.is/,63.793,-18.0119,22.0,"63°47.583', 18°00.717' (63,793, 18,0119)",,,Veðurstofa Íslands
Kjalarnes,kjaln,Faxafl,sj,31579,100,https://www.vedur.is/vedur/athuganir/kort/hofudborgarsvaedid/#group=100&station=31579,https://www.vedur.is/vedur/spar/stadaspar/hofudborgarsvaedid/#group=100&station=31579,https://www.vedur.is/vedur/spar/sparit/#m1=31579,https://www.vedur.is/vedur/stodvar/?s=kjaln,https://www.vedur.is/,64.2106,-21.7667,10.0,"64°12.639', 21°46.002' (64,2106, 21,7667)",,,Vegagerðin
Kleifaheiði,klehe,Breiðafj,sj,32224,22,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/#group=22&station=32224,https://www.vedur.is/vedur/spar/stadaspar/vestfirdir/#group=22&station=32224,https://www.vedur.is/vedur/spar/sparit/#m1=32224,https://www.vedur.is/vedur/stodvar/?s=klehe,https://www.vedur.is/,65.5172,-23.7211,400.0,"65°31.030', 23°43.266' (65,5172, 23,7211)",,,Vegagerðin
